,YearStart,LocationAbbr,LocationDesc,Question,Data_Value,Data_Value_Alt,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,LocationID,StratificationCategory1,Stratification1
46464,2015,ID,Idaho,Percent of adults aged 18 years and older who have an overweight classification,29.1,29.1,498.0,,,,,"Less than $15,000",,"(43.682630005000476, -114.3637300419997)",16,Income,"Less than $15,000"
46465,2015,ID,Idaho,Percent of adults aged 18 years and older who have an overweight classification,31.0,31.0,799.0,,,,,"$15,000 - $24,999",,"(43.682630005000476, -114.3637300419997)",16,Income,"$15,000 - $24,999"
46466,2015,ID,Idaho,Percent of adults aged 18 years and older who have an overweight classification,32.7,32.7,568.0,,,,,Data not reported,,"(43.682630005000476, -114.3637300419997)",16,Income,Data not reported
46467,2015,ID,Idaho,Percent of adults aged 18 years and older who have an overweight classification,37.9,37.9,670.0,,,,,"$25,000 - $34,999",,"(43.682630005000476, -114.3637300419997)",16,Income,"$25,000 - $34,999"
46468,2015,ID,Idaho,Percent of adults aged 18 years and older who have an overweight classification,39.4,39.4,788.0,,,,,"$35,000 - $49,999",,"(43.682630005000476, -114.3637300419997)",16,Income,"$35,000 - $49,999"
46469,2015,ID,Idaho,Percent of adults aged 18 years and older who have an overweight classification,39.7,39.7,1187.0,,,,,"$75,000 or greater",,"(43.682630005000476, -114.3637300419997)",16,Income,"$75,000 or greater"
46470,2015,ID,Idaho,Percent of adults aged 18 years and older who have an overweight classification,40.4,40.4,848.0,,,,,"$50,000 - $74,999",,"(43.682630005000476, -114.3637300419997)",16,Income,"$50,000 - $74,999"
46471,2015,ID,Idaho,Percent of adults aged 18 years and older who have an overweight classification,36.6,36.6,5358.0,Total,,,,,,"(43.682630005000476, -114.3637300419997)",16,Total,Total
46472,2015,ID,Idaho,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Asian,"(43.682630005000476, -114.3637300419997)",16,Race/Ethnicity,Asian
46473,2015,ID,Idaho,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Hawaiian/Pacific Islander,"(43.682630005000476, -114.3637300419997)",16,Race/Ethnicity,Hawaiian/Pacific Islander
46474,2015,ID,Idaho,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Non-Hispanic Black,"(43.682630005000476, -114.3637300419997)",16,Race/Ethnicity,Non-Hispanic Black
46475,2015,ID,Idaho,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Other,"(43.682630005000476, -114.3637300419997)",16,Race/Ethnicity,Other
46476,2015,ID,Idaho,Percent of adults aged 18 years and older who have an overweight classification,32.6,32.6,278.0,,,,,,Hispanic,"(43.682630005000476, -114.3637300419997)",16,Race/Ethnicity,Hispanic
46477,2015,ID,Idaho,Percent of adults aged 18 years and older who have an overweight classification,35.4,35.4,75.0,,,,,,American Indian/Alaska Native,"(43.682630005000476, -114.3637300419997)",16,Race/Ethnicity,American Indian/Alaska Native
46478,2015,ID,Idaho,Percent of adults aged 18 years and older who have an overweight classification,36.8,36.8,4806.0,,,,,,Non-Hispanic White,"(43.682630005000476, -114.3637300419997)",16,Race/Ethnicity,Non-Hispanic White
46479,2015,ID,Idaho,Percent of adults aged 18 years and older who have an overweight classification,44.2,44.2,60.0,,,,,,2 or more races,"(43.682630005000476, -114.3637300419997)",16,Race/Ethnicity,2 or more races
46480,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,17.1,17.1,348.0,,18 - 24,,,,,"(40.48501028300046, -88.99771017799969)",17,Age (years),18 - 24
46481,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,25.7,25.7,512.0,,25 - 34,,,,,"(40.48501028300046, -88.99771017799969)",17,Age (years),25 - 34
46482,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,31.3,31.3,1755.0,,65 or older,,,,,"(40.48501028300046, -88.99771017799969)",17,Age (years),65 or older
46483,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,34.9,34.9,561.0,,35 - 44,,,,,"(40.48501028300046, -88.99771017799969)",17,Age (years),35 - 44
46484,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,35.2,35.2,871.0,,45 - 54,,,,,"(40.48501028300046, -88.99771017799969)",17,Age (years),45 - 54
46485,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,37.0,37.0,1034.0,,55 - 64,,,,,"(40.48501028300046, -88.99771017799969)",17,Age (years),55 - 64
46486,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,23.5,23.5,2030.0,,,College graduate,,,,"(40.48501028300046, -88.99771017799969)",17,Education,College graduate
46487,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,32.5,32.5,347.0,,,Less than high school,,,,"(40.48501028300046, -88.99771017799969)",17,Education,Less than high school
46488,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,33.4,33.4,1346.0,,,Some college or technical school,,,,"(40.48501028300046, -88.99771017799969)",17,Education,Some college or technical school
46489,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,34.9,34.9,1355.0,,,High school graduate,,,,"(40.48501028300046, -88.99771017799969)",17,Education,High school graduate
46490,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,29.7,29.7,2266.0,,,,Male,,,"(40.48501028300046, -88.99771017799969)",17,Gender,Male
46491,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,26.0,26.0,306.0,,,,,Data not reported,,"(40.48501028300046, -88.99771017799969)",17,Income,Data not reported
46492,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,27.8,27.8,652.0,,,,,"$35,000 - $49,999",,"(40.48501028300046, -88.99771017799969)",17,Income,"$35,000 - $49,999"
46493,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,28.4,28.4,1744.0,,,,,"$75,000 or greater",,"(40.48501028300046, -88.99771017799969)",17,Income,"$75,000 or greater"
46494,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,30.1,30.1,472.0,,,,,"$25,000 - $34,999",,"(40.48501028300046, -88.99771017799969)",17,Income,"$25,000 - $34,999"
46495,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,31.6,31.6,714.0,,,,,"$50,000 - $74,999",,"(40.48501028300046, -88.99771017799969)",17,Income,"$50,000 - $74,999"
46496,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,36.1,36.1,747.0,,,,,"$15,000 - $24,999",,"(40.48501028300046, -88.99771017799969)",17,Income,"$15,000 - $24,999"
46497,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,37.7,37.7,446.0,,,,,"Less than $15,000",,"(40.48501028300046, -88.99771017799969)",17,Income,"Less than $15,000"
46498,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,30.8,30.8,5081.0,Total,,,,,,"(40.48501028300046, -88.99771017799969)",17,Total,Total
46499,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,,,,,,,,,American Indian/Alaska Native,"(40.48501028300046, -88.99771017799969)",17,Race/Ethnicity,American Indian/Alaska Native
46500,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Hawaiian/Pacific Islander,"(40.48501028300046, -88.99771017799969)",17,Race/Ethnicity,Hawaiian/Pacific Islander
46501,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Other,"(40.48501028300046, -88.99771017799969)",17,Race/Ethnicity,Other
46502,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,9.6,9.6,157.0,,,,,,Asian,"(40.48501028300046, -88.99771017799969)",17,Race/Ethnicity,Asian
46503,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,22.4,22.4,61.0,,,,,,2 or more races,"(40.48501028300046, -88.99771017799969)",17,Race/Ethnicity,2 or more races
46504,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,29.4,29.4,3777.0,,,,,,Non-Hispanic White,"(40.48501028300046, -88.99771017799969)",17,Race/Ethnicity,Non-Hispanic White
46505,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,37.4,37.4,425.0,,,,,,Hispanic,"(40.48501028300046, -88.99771017799969)",17,Race/Ethnicity,Hispanic
46506,2015,IL,Illinois,Percent of adults aged 18 years and older who have obesity,40.6,40.6,595.0,,,,,,Non-Hispanic Black,"(40.48501028300046, -88.99771017799969)",17,Race/Ethnicity,Non-Hispanic Black
46507,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,26.3,26.3,348.0,,18 - 24,,,,,"(40.48501028300046, -88.99771017799969)",17,Age (years),18 - 24
46508,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,30.5,30.5,512.0,,25 - 34,,,,,"(40.48501028300046, -88.99771017799969)",17,Age (years),25 - 34
46509,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,37.8,37.8,561.0,,35 - 44,,,,,"(40.48501028300046, -88.99771017799969)",17,Age (years),35 - 44
46510,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,38.0,38.0,871.0,,45 - 54,,,,,"(40.48501028300046, -88.99771017799969)",17,Age (years),45 - 54
46511,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,38.6,38.6,1034.0,,55 - 64,,,,,"(40.48501028300046, -88.99771017799969)",17,Age (years),55 - 64
46512,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,38.7,38.7,1755.0,,65 or older,,,,,"(40.48501028300046, -88.99771017799969)",17,Age (years),65 or older
46513,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,33.4,33.4,1355.0,,,High school graduate,,,,"(40.48501028300046, -88.99771017799969)",17,Education,High school graduate
46514,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,34.0,34.0,347.0,,,Less than high school,,,,"(40.48501028300046, -88.99771017799969)",17,Education,Less than high school
46515,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,35.6,35.6,1346.0,,,Some college or technical school,,,,"(40.48501028300046, -88.99771017799969)",17,Education,Some college or technical school
46516,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,38.0,38.0,2030.0,,,College graduate,,,,"(40.48501028300046, -88.99771017799969)",17,Education,College graduate
46517,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,27.5,27.5,2815.0,,,,Female,,,"(40.48501028300046, -88.99771017799969)",17,Gender,Female
46518,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,43.4,43.4,2266.0,,,,Male,,,"(40.48501028300046, -88.99771017799969)",17,Gender,Male
46519,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,24.6,24.6,446.0,,,,,"Less than $15,000",,"(40.48501028300046, -88.99771017799969)",17,Income,"Less than $15,000"
46520,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,32.4,32.4,747.0,,,,,"$15,000 - $24,999",,"(40.48501028300046, -88.99771017799969)",17,Income,"$15,000 - $24,999"
46521,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,35.2,35.2,472.0,,,,,"$25,000 - $34,999",,"(40.48501028300046, -88.99771017799969)",17,Income,"$25,000 - $34,999"
46522,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,36.2,36.2,306.0,,,,,Data not reported,,"(40.48501028300046, -88.99771017799969)",17,Income,Data not reported
46523,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,36.4,36.4,714.0,,,,,"$50,000 - $74,999",,"(40.48501028300046, -88.99771017799969)",17,Income,"$50,000 - $74,999"
46524,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,37.1,37.1,652.0,,,,,"$35,000 - $49,999",,"(40.48501028300046, -88.99771017799969)",17,Income,"$35,000 - $49,999"
46525,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,38.8,38.8,1744.0,,,,,"$75,000 or greater",,"(40.48501028300046, -88.99771017799969)",17,Income,"$75,000 or greater"
46526,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,35.4,35.4,5081.0,Total,,,,,,"(40.48501028300046, -88.99771017799969)",17,Total,Total
46527,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,American Indian/Alaska Native,"(40.48501028300046, -88.99771017799969)",17,Race/Ethnicity,American Indian/Alaska Native
46528,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Hawaiian/Pacific Islander,"(40.48501028300046, -88.99771017799969)",17,Race/Ethnicity,Hawaiian/Pacific Islander
46529,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Other,"(40.48501028300046, -88.99771017799969)",17,Race/Ethnicity,Other
46530,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,32.9,32.9,157.0,,,,,,Asian,"(40.48501028300046, -88.99771017799969)",17,Race/Ethnicity,Asian
46531,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,33.9,33.9,595.0,,,,,,Non-Hispanic Black,"(40.48501028300046, -88.99771017799969)",17,Race/Ethnicity,Non-Hispanic Black
46532,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,35.7,35.7,3777.0,,,,,,Non-Hispanic White,"(40.48501028300046, -88.99771017799969)",17,Race/Ethnicity,Non-Hispanic White
46533,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,36.7,36.7,425.0,,,,,,Hispanic,"(40.48501028300046, -88.99771017799969)",17,Race/Ethnicity,Hispanic
46534,2015,IL,Illinois,Percent of adults aged 18 years and older who have an overweight classification,38.8,38.8,61.0,,,,,,2 or more races,"(40.48501028300046, -88.99771017799969)",17,Race/Ethnicity,2 or more races
46535,2015,IN,Indiana,Percent of adults aged 18 years and older who have obesity,22.6,22.6,262.0,,18 - 24,,,,,"(39.766910452000445, -86.14996019399968)",18,Age (years),18 - 24
46536,2015,IN,Indiana,Percent of adults aged 18 years and older who have obesity,28.3,28.3,416.0,,25 - 34,,,,,"(39.766910452000445, -86.14996019399968)",18,Age (years),25 - 34
46537,2015,IN,Indiana,Percent of adults aged 18 years and older who have obesity,29.5,29.5,2209.0,,65 or older,,,,,"(39.766910452000445, -86.14996019399968)",18,Age (years),65 or older
46538,2015,IN,Indiana,Percent of adults aged 18 years and older who have obesity,30.9,30.9,577.0,,35 - 44,,,,,"(39.766910452000445, -86.14996019399968)",18,Age (years),35 - 44
46539,2015,IN,Indiana,Percent of adults aged 18 years and older who have obesity,36.7,36.7,1334.0,,55 - 64,,,,,"(39.766910452000445, -86.14996019399968)",18,Age (years),55 - 64
46540,2015,IN,Indiana,Percent of adults aged 18 years and older who have obesity,38.0,38.0,849.0,,45 - 54,,,,,"(39.766910452000445, -86.14996019399968)",18,Age (years),45 - 54
46541,2015,IN,Indiana,Percent of adults aged 18 years and older who have obesity,26.1,26.1,437.0,,,Less than high school,,,,"(39.766910452000445, -86.14996019399968)",18,Education,Less than high school
46542,2015,IN,Indiana,Percent of adults aged 18 years and older who have obesity,26.5,26.5,1871.0,,,College graduate,,,,"(39.766910452000445, -86.14996019399968)",18,Education,College graduate
46543,2015,IN,Indiana,Percent of adults aged 18 years and older who have obesity,32.3,32.3,1415.0,,,Some college or technical school,,,,"(39.766910452000445, -86.14996019399968)",18,Education,Some college or technical school
46544,2015,IN,Indiana,Percent of adults aged 18 years and older who have obesity,35.3,35.3,1902.0,,,High school graduate,,,,"(39.766910452000445, -86.14996019399968)",18,Education,High school graduate
